groupid,url,title,review_id,sentence_id,text,label_m,metadata-year,metadata-other,label_perplexity,label_copilot,label
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,18,4,Sve pohvale i tople preporuke.,2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,18,5,Ana,2,2020,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,1,Za Ivanu Borčić Sesar rekao bih kako ima poseban pristup prema pacijentu.,2,2020,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,2,"Uvijek je nasmijana, ljubazna, edukativna, a takvo joj je i osoblje.",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,3,"Kao njezin pacijent, imam dojam da sam joj najvažniji pacijent, no u razgovoru s drugim osobama shvatio sam kako takav pristup ima prema svim pacijentima.",2,2020,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,4,"Smatram da je kod stomatologa bitna stručnost, ali i dobar pristup, a Ivana je i stručna te ima dobar pristup prema pacijentima.",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,5,Sve pohvale za rad Ivani i želim joj puno sreće.,2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,19,6,Adam,2,2020,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,20,1,"Sve pohvale za doktoricu Ivanu, uvijek ljubazna, nasmijana i potpuno predana poslu.",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,20,2,"Strah od zubara nestane kada dodete u njezine ruke.Ordinacija je prekrasna, uvijek uredna i čista, sestra takoder ljubazna, puno uspjeha im želim u radu.",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,21,1,Doktorici Ivani velika pohvala za profesionalnost i posvećenost svakom pacijentu.,2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,21,2,Uvijek ljubazna i spremna odgovoriti na sva pitanja.Vrlo je smirena i topla prema malim pacijentima kojima odlazak stomatologu nije neugodno iskustvo.,2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,21,3,"Izuzetno pedantna i temeljita,a njezina stručnost ulijeva veliku sigurnost pacijentu.",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,22,1,"Sve pohvale doktorici Ivani i njenim tehničarkama na ljubaznosti, stručnosti, i prije svega iskrenosti, bez nje bih imala zub manje (greškom druge liječnice) i još uvijek živjela u uvjerenju da imam dobre zube kao što su me liječnici prije nje uvjeravali popravljajući po jedan godišnje!",2,2020,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,23,1,Uspjele su umanjiti moj 'strah od zubara na najmanji mogući'.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,23,2,"Svojom vedrinom, nasmijanošću, savjetom, uputama.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,23,3,Doktorica svesrdno pomogla i kad je nećak završio u bolnici.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,23,4,Svaka čast doktorici i njenoj sestri Mariji.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,1,"Stomatologinja Ivana ima u sebi sve ono što bi najdoktor trebao imati:ljubaznost,srdačnost,nasmijano st,iskrenost,stručnost,pažljivost,razumijevanje ..",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,2,"Od prvog dana smo njezini pacijenti i svaki odlazak kod stomatologa nam ne predstavlja baš nikakav problem,kako meni,tako niti mom suprugu i trima kćerkama.I dan danas po dječjim sobama imamo izvješene diplome za hrabrost koje su kćerke dobivale prilikom posjeta našoj stomatologinji Ivani.Naša stomatologinja Ivana s nevjerojatnom lakoćom rješava sve probleme sa zubima na koje smo nailazili,bez imalo bola,bez straha.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,3,"Prije petnaestak godina su mi popravljeni svi zubi u praktički svega nekoliko odlazaka k njoj,i od tada odlazim samo na redovne kontrole.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,4,"To dovoljno govori o kvaliteti materijala koji koristi,njezinoj stručnosti i vrhunskom znanju.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,5,"Što se tiče njezinog osoblja,vrlo je lijep osjećaj kada nazovete,a sestra Marija srdačno razgovara s vama,pita vas kako ste ,naručuje vas u ekspresnom terminu.Prostor stomatološke radionice je ambijentalni,moderan,opuštajući i izuzetno uredan.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,24,6,Toplo preporučujemo našu stomatologinju Ivanu svakom pacijentu.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,25,1,"Dr Ivana Borcic Sesar je strucna, ljubazna, puna razumjevanja, strpljenja, spremna uvijek saslusati, savjetovati i pronaci najbolje rijesenje za pacijenta.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,25,2,"Kcerku koja se bojala zubara, uspjela je osloboditi straha, te od tada nas svaki posjet njoj je opusten.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,25,3,Za osoblje ordinacije također sve pohvale.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,26,1,"Moj svaki odlazak stomatologu je opušten i miran jer uz stručnost, mirnu ruku ,vedru i nasmijanu dr.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,26,2,Ivanu koja te svaki puta uputi i objasni koji je moj problem te predloži najbolje dugoročno rješenje za moje zube.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,26,3,"Ugodna atmosfera,uredan i čist prostor te uvijek nasmijana sestra Marija nestaje strah od stomatologa.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,26,4,Ako i TI želiš imati kao i ja prekrasan osmijeh i prvenstveno zdrave zube uputi se na adresu dr.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,26,5,Ivane jer nećeš požaliti.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,27,1,"Svakome bih ju preporučila: stručna, odličan dijagnostičar, pažljivo sluša i sve objasni pacijentu, ima odlično opremljenu ordinaciju, temeljita, strpljiva, puna je blagosti i suosjećanja, etična..ima izuzetno ljubaznu i dobro obučenu sestru.Straha od odlaska zubaru više nema od kada smo njezini pacijenti.Svi članovi obitelji su postali njezini pacijenti .",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,28,1,"Izrazito stručna osoba koja jako kvalitetno obavlja svoj posao, a sve u skladu sa trendovima.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,28,2,Vrlo ambiciozna osoba spremna pomoći te odraditi svoj zadatak na najbolji mogući nacin.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,28,3,"Uglavnom,sve najbolje..",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,29,1,"Doktorica Ivana je stručna, srdačna, pristupačna i stalno se educira; savjetuje pacijenta i daje mu preporuke-ja sam njom preprezadovoljna!",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,29,2,Atmosfera u prelijepo uređenoj modernoj ordinaciji od ljubazne stručne sestre do sposobne doktorice je opuštajuća i ugodna.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,29,3,Sve pohvale!,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,30,1,"Dr.Ivana strucna, ljubazna, susretljiva svima bih ju preporucila.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,30,2,"Sve tretmane zubi radim kod nje, prezadovoljna sam.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,30,3,"Ambijent i atmosfera, ugodna i opustajuca, jedno rijecju ambulanta je prekrasna.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,30,4,Moram napomenuti da je i sestra Marija uvijek vesela i nasmijana i dobro obucena( tako to ide uz krasnu doktoricu).,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,30,5,Draga doktorice hvala za sve i vidimo se uskoro.Marina,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,31,1,"Sve pohvale za doktoricu Ivanu i njezinu sestru.Odnos prema pacijentu na visokom nivou.Susretljivost,ljubaznos i strpljivost za nas koji smo imali strah prema stomatolozima.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,31,2,"Vrhunski opremljena ordinacija,sa toplim duhom i ugodnim ambijentom.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,31,3,"Želim Vam uspješan rad i puno pacijenta,jer ste vi to zaslužili.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,31,4,Sretno!,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,32,1,"Na prvom mjestu profesionalnost,susretljivost i ljubaznost.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,32,2,"Od kada idem kod dr.Borčić -Sesar nema više boli,straha od zubara i imam prekrasan osmjeh.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,32,3,Ordinacija izrazito moderno opremljena gdje se osjecam ugodno i opusteno.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,32,4,"Sestra uvijek vesela i nasmijana i uvijek nam uspije ""stvoriti "" termin.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,32,5,Svima bih preporucila doktoricu kojoj sam jako zahvalna!,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,1,"Radila sam u ordinaciji Borčić Sesar dvije plombe,čiščećenje i pjeskarenje zubi.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,2,Imam samo riječi hvale.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,3,Termini nisu dugi.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,4,"Doktorica je jako pažljiva,stručna i pedantna.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,5,Ima nježnu ruku i jako se trudi da je sve u redu.,2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,6,"Sestra također ugodna, prostor u kojem rade je prekrasan, uredan i čist.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,7,Svima preporučujem odlazak kod dr.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,33,8,"Ivane bez straha,jer će te izaći s osmijehom na licu.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,34,1,"Svima bih ju preporučila.. ljubazna , stručna i temeljita.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,34,2,"Nakon tretmana sam bila prezadovoljna, te sam cijeli dan gledala zube i divila se Izvedba plombe na zubu je savršena , te zub izgleda kao da nikad nije bio pokvaren.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,34,3,Uz sve to tretman je bio brz i bezbolan.,2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,35,1,"Kod samog ulaska u ordinaciju, gdje Vas dočeka uvijek nasmijana i veselo raspoložena sestra, shvatite kako posjet zubaru može biti ugodan i opušten.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,35,2,"Osoblje izuzetno profesionalno i ljubazno, na prvi pogled se vidi da vole svoja posao i zbilja uživaju u njemu.",2,2019,,1,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,35,3,"Doktorica je temeljita, brza i nježna, pacijentu objašnjava sve korake svog posla.",2,2019,,2,2,2
5,https://najdoktor.com/ivana-borcic-sesar/d13856 ,Ivana Borčić-Sesar,35,4,Ambijent i atmosfera su toliko ugodni i opuštajući da poželite svaki tjedan ići kod zubara.,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18466,Marko Velepič,1,1,Neljubazan i arogantan lijecnik,0,2026,,0,0,0
5,https://najdoktor.com/marko-velepic/d18467,Marko Velepič,1,2,Na hitnu sam dosao pun bolova u ustima,0,2026,,1,0,0
5,https://najdoktor.com/marko-velepic/d18468,Marko Velepič,1,3,"Grubo me je odgurnuo kada sam sjeo na stolicu, nije izgovorio gotovo nijednu rijec od pozdrava pa dalje",0,2026,,0,0,0
5,https://najdoktor.com/marko-velepic/d18469,Marko Velepič,1,4,Izuzetno neljubazan i ljut na sebe i cijeli svijet,0,2026,,0,0,0
5,https://najdoktor.com/marko-velepic/d18470,Marko Velepič,1,5,Zao mi je osoblja koje ga mora trpjeti,0,2026,,1,0,0
5,https://najdoktor.com/marko-velepic/d18471,Marko Velepič,1,6,Zadnje sto ocekujete kada imate jake bolove je ovakav lijecnik,0,2026,,1,0,0
5,https://najdoktor.com/marko-velepic/d18472,Marko Velepič,2,1,"5,4",2,2023,,1,1,1
5,https://najdoktor.com/marko-velepic/d18473,Marko Velepič,2,2,imali smo pregled kod doktora da potvrdi dijagnoza koju su primjetile lječnice iz KBC par dana prije,2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18474,Marko Velepič,2,3,"Vrlo brzo napravili smo sve preglede, nikad nismo za ništa predugo čekali",2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18475,Marko Velepič,2,4,"Šokirana da mi dijete nagluho i da treba operaciju bubnjića, cjevčice u drugo uho i vađenje trećeg krajnika, a na jesen kreće u školu,",2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18476,Marko Velepič,2,5,"nisam se stigla ni informirati ,...već sam dobila mail da je operacija 2.5",2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18477,Marko Velepič,2,6,"Nakon operacije imali smo par kontrola, sve je uredno zarastalo",2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18478,Marko Velepič,2,7,"Tako da smo do škole, tj. već sad riješili sve i možemo se bezbrižno kupati!",2,2023,,1,2,2
5,https://najdoktor.com/marko-velepic/d18479,Marko Velepič,2,8,Stvarno sam zahvalana doktoru da je primljena tako brzo i da je to tako uspješno napravljeno,2,2023,,2,2,2
5,https://najdoktor.com/marko-velepic/d18480,Marko Velepič,3,1,"Doktor je vrlo susretljiv, ljubazan, pristupačan te konstruktivan",2,2021,,2,2,2
5,https://najdoktor.com/marko-velepic/d18481,Marko Velepič,3,2,Nemam nikakvog prigovora kod njegovog pristupa,2,2021,,1,2,2
5,https://najdoktor.com/marko-velepic/d18482,Marko Velepič,4,1,"Nakon 1.5h zakasnjenja primljen sam kako bi doticni potpuno ignorirao moja pitanja i izbacio me van nakon dvije minute sa rijecima upucenima medicinskoj sestri: ""Ja sam to obavio""",0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18483,Marko Velepič,4,2,"Primjer arogantnog doktora koji je to postao iz meni nepoznatog razloga, no taj razlog zasigurno nije pomoc pacijentu, jer njemu je to ocito zadnje na listi zivotnih prioriteta",0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18484,Marko Velepič,4,3,"Na krucijalna pitanja o mojem zdravlju, koja ne zahtijevaju vise od dvije minute njegova vremena on okrece glavu",0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18485,Marko Velepič,4,4,"Uz arogantan mi pogled govori da se vratim za dva mjeseca, a na nalaz napise za dva dana",0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18486,Marko Velepič,4,5,Ovakve su osobe sramota modernog hrvatskog drustva,0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18487,Marko Velepič,4,6,"Ovo mi nije prvo negativno iskustvo s doticnim ""doktorom""",0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18488,Marko Velepič,4,7,Prosli me puta pitao s cime imam problema,0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18489,Marko Velepič,4,8,"Kada sam rekao ""kronicna upala sluznice"", rekao mi je da prestanem lupat nesto sto sam napamet naucio i sto ne razumijem, i opisem simptome",0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18490,Marko Velepič,4,9,"Zanimljivo kako pretpostavlja da nakon dvadeset godina problema s navedenom dijagnozom ja ""napamet lupam""",0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18491,Marko Velepič,4,10,O ovoj osobi nazalost nemam reci nista pozitivno,0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18492,Marko Velepič,4,11,Potpuno razocaranje,0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18493,Marko Velepič,5,1,Katastrofalan pristup pacijentu na hitnom prijemu uz ocigledno lose raspolozenje doktora koje se oslikava na rad i strucnost u situaciji,0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18494,Marko Velepič,5,2,"Nakon kratke intervencije za koju smatram da se moze odraditi s vise ljudskosti zbog bolova koje je pacijent pokazao prije, za vrijeme i nakon intervencije doktor daje kratko i nerazumne upute u odlasku",0,2020,,1,0,0
5,https://najdoktor.com/marko-velepic/d18495,Marko Velepič,5,3,Na izlasku iz zgrade med. sestra ponavlja upute koje je doktor dao iz ociglednog razloga jer je i ona uvidjela da ponasanje doktora prema pacijentu nije primjereno i krajnje neprofesionalno,0,2020,,0,0,0
5,https://najdoktor.com/marko-velepic/d18496,Marko Velepič,5,4,Intervencija koja je odradena je pomogla i ublazila bolove,0,2020,,2,1,1
5,https://najdoktor.com/marko-velepic/d18497,Marko Velepič,6,1,"Profesionalan , ljubazan",2,2019,,2,2,2
5,https://najdoktor.com/marko-velepic/d18498,Marko Velepič,6,2,Stručnjak u svome poslu,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18499,Marko Velepič,6,3,Zahvalna na zahvatu koji je napravio iskreno ga preporučujem svima,2,2019,,2,2,2
5,https://najdoktor.com/marko-velepic/d18500,Marko Velepič,6,4,U uvjetima u kojima rade zaista zaslužuju puno poštovanje od svih pacijenata,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18501,Marko Velepič,6,5,Hvala,2,2019,,2,2,2
5,https://najdoktor.com/marko-velepic/d18502,Marko Velepič,7,1,Operirala sam otosklerozu na oba uha prije tri godine,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18503,Marko Velepič,7,2,Bila sam već skoro gluha,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18504,Marko Velepič,7,3,U 7 mjeseci su obavljene obje operacije i to savršeno,2,2019,,2,2,2
5,https://najdoktor.com/marko-velepic/d18505,Marko Velepič,7,4,U međuvremenu sam se odselila u Njemačku i već sam bila kod dva doktora na pregledima koji su oduševljeni kad vide sa kakvim je to uspjehom napravljeno,2,2019,,2,2,2
5,https://najdoktor.com/marko-velepic/d18506,Marko Velepič,7,5,Čude se i hvale doktora koji je to napravio,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18507,Marko Velepič,7,6,"Čudno im je da je u obje operacije postigao takav uspjeh, kao i da se u uhu ništa ne vidi",2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18508,Marko Velepič,7,7,J vjerujem da mu uvijek tako dobro uspije,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18509,Marko Velepič,7,8,"Čujem naravno sve i samo mi je negdje u magli ostalo u sjećanju kako je to ništa ne čuti, naprezati se da čujem, čitati sa usana, izbjegavati razgovore ili se samo smješkati da ne pitam ljude da stalno ponavljaju",2,2019,,1,1,1
5,https://najdoktor.com/marko-velepic/d18510,Marko Velepič,7,9,Mogu naravno i pohvaliti ljubaznost i profesionalnost doktora koji je sve objasnio i lijepo me uputio tako da ni u jednom trenutku nisam bila nesigurna i znala sam što me čeka,2,2019,,1,2,2
5,https://najdoktor.com/marko-velepic/d18511,Marko Velepič,8,1,dr.sc,2,2016,,1,1,1
5,https://najdoktor.com/marko-velepic/d18512,Marko Velepič,8,2,"Velepič svojim znanjem, vještinama i kompetencijama, nizanjem uspjeha ali i uz maksimalnu profesionalnost, svojom zadržanom toplinom i ljudskošću zaslužuje mjesto uz bok svjetskim ORL facama",2,2016,,1,2,2
5,https://najdoktor.com/marko-velepic/d18513,Marko Velepič,8,3,"Srećom, to je ""naš čovik"" i hvala mu što je još uvijek tu!",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18514,Marko Velepič,9,1,"Vrhunski otorinac i kirurg glave i vrata, jedan od vecih uspjeha postigao fantasticnom rekonstrukcijom uske i vracanju sluha 6-godisnjoj djevojcici , ali i mnogim drugima ugradjivanjem kohlearnog implatata",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18515,Marko Velepič,9,2,Ucio je od najboljh i njihovo znanje vjesto prenosi i prakticira,2,2016,,1,2,2
5,https://najdoktor.com/marko-velepic/d18516,Marko Velepič,9,3,"Meni je radio rinoseptoplastiku-zahvat je izveo maestralno, bez postoperativnih podljeva i otoka, bez boli i neugode",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18517,Marko Velepič,9,4,"Tijekom mog boravka u bolnici bio je izrazito pristupacan i neizmjerno ljubazan ne samo prema meni vec i prema mojoj obitelji, ali i prema drugim svojim pacijentima, uvijek strpljiv, u odgovorima i objasnjenjima jasan, konkretan i koncizan",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18518,Marko Velepič,9,5,"Jako ugodna osoba, mlad ( i ne mogu da ne primjetim-bezobrazno zgodan:-) doktor koji zraci pozitivnom energijom i jednostavno ulijeva povjerenje svojim pacijentima; sigurna sam da ce u svojoj karijeri nizati jos brojne i nenadmasive uspjehe",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18519,Marko Velepič,9,6,Sve pohvale i preporuke!,2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18520,Marko Velepič,9,7,"Tijekom boravka u bolnici bio je izrazito pristupacan i ljubazan ne samo prema meni vec i prema mojoj obitelji, uvijek savrseno jasan, konkretan i koncizan",2,2016,,2,2,2
5,https://najdoktor.com/marko-velepic/d18521,Marko Velepič,9,8,svoje pacijente i tretira ih s velikom dozom postovanja i profesionalnosti,2,2016,,1,2,2
5,https://najdoktor.com/marko-velepic/d18522,Marko Velepič,9,9,M,1,2016,,1,0,1
